Num,Reviews
599,Nice productREAD MORE
600,"People are commenting battery is not upto mark,i dont know how they are using their phone because i am getting 6-7 hours of screen on time while using it for day to to activities and getting 5 hours of screen of time if iplay little bit of games in in my daily routineREAD MORE"
601,Worth of moneyREAD MORE
602,"I don't know if it's just me, the Battery Health has dropped to 97% within a month. I use the normal charger which I got in the box and the same cable too. I charge it to 80% and don't let it run below 20%. This is really weirdREAD MORE"
603,This is a small beast.....READ MORE
604,Looks good! Performs good! Camera is soso! Battery is good. Once a iphone user always a iphone user. Back to iphone after oneplus and samsung.READ MORE
605,"Upgraded from iphone 5S to SE 2020 after 4 years and believe me I m not disappointed. Touch it, feel it and fall for it.Excellent display, smooth transitions and gaming without any hiccups (thanks to A13 chip).  Love you iPhone!!!!!!READ MORE"
606,good jobREAD MORE
607,Just Excellent..... Size is Small but Very Powerful Device....READ MORE
608,Awesome PhoneREAD MORE
609,Best iPhone in apple small display but battery performance poor and best cameraREAD MORE
610,As name is Apple quality is awesome but charger adapter and  earpod is not available with this .READ MORE
611,Excellent phone for normal userREAD MORE
612,AwesomeREAD MORE
613,Amazing camera ?òò?òòREAD MORE
614,"Am not of a Iphone user being this my first Iphone, and earlier I have used Motorola one Power, Redmi 3S Prime and some of the battery efficient android phones, charge doesn?ôt t last much. Iphone has it?ôs name over battery inefficiency, so can be ignored. And since I had a screen size specific requirement, I have no regrets. Shifting from Android to IOS, is a bit messy. Overall performance of the phone is decent. I feel I paid hefty for the brand image of Apple.READ MORE"
615,Very fast and awesome camera quality.READ MORE
616,Camera and performance is top notchREAD MORE
617,Simply fabulous ?®I was an android user for last 10 years#But now this transition feels amazing#Compact and sexy# Performance at its best#Must buy :)READ MORE
618,One of the best camera.READ MORE
619,So cute iphone # good performance phone is on ; batter back up is on heavy users can use  10 hr on WiFiREAD MORE
620,This is my first iphone .an awesome product and battery life and capability is also greatREAD MORE
621,Nice and sleek.. biggest motivator is the a13 bionic chipREAD MORE
622,"Overall its a good Product with this Price.. Size is my only concern, however look elegant. For any first time iphone user.. It is a good optionREAD MORE"
623,Value for money .....little worry for the battery backup quite low as per my opinion. Bt no compromise on othe features by company. Great camera..performance it good(A13 bionic chip)READ MORE
624,Awwwsome camera battery life is also good even though it?ôs provides us a safe and easy functionREAD MORE
625,"Camera clarity is too good, Loved it. Happily satisfied to purchased this product from Flipkart.READ MORE"
626,Very bad experience with Flipkart - Even though I have provided them screenshot on the social media - they have refused to give the product along with the accessories - I would not advise anyone to order through this site.READ MORE
627,Nice performanceREAD MORE
628,Beyond expectationsREAD MORE
629,Nice Product at this RangeREAD MORE
630,Compact and powerful.READ MORE
631,It's an average ios phone...not ordinary or xtraordinary. performance is equal with 35k android phone. But 35k android phone give a @better battery backupREAD MORE
632,Totally waste of money.. After.. 7 days batary backup issues.. After 3-4 hours battery finished... What is this? second have product.. You guys have..READ MORE
633,Nice apple iPhoneREAD MORE
634,"Awesome phone and budget  friendly. Latest A13 chip.  Ultra slim, smooth finishing. Touch response very fast.READ MORE"
635,Compact.Lightweight.Powerful processor.Videography excellent. IP68.Battery won?ôt be an issue for a person who has busy work schedule & who is not a gamer.READ MORE
636,Best iPhone at lower price rangeGot it for 29500READ MORE
637,Battery is petheticREAD MORE
638,Awesome phoneREAD MORE
639,Best price under 40K and 99.9 percent value for money <3READ MORE
640,Battery damaged within 3 monthsREAD MORE
641,"It is a great, durable, compact phone with a great camera, OS and performance.Loved it!?§Ô∏èREAD MORE"
642,Pros:-1. Fast processor2. Nice display3. Good camera4. Very handyCons:-1. Battery lasts a day on an average usage (5-6 hours)READ MORE
643,Value for money phoneREAD MORE
644,"Don't  consider the issue of battery  ,It will enough  for everyone except  gamersREAD MORE"
645,"Value for money iphone ...if you are not interested camera system of iphone 11, this is the best phone your money can buy. Go ahead and buy it without any hesitation. Battery life is average which last for a day if you are heavy internet user and for a day and half of you use it for phone calls and minimum internet use. It feels really good in hand and fits perfectly in small hands too. Can?ôt comment about durability of screen as far as scratches are concerned but so far so good.READ MORE"
646,"This is my first iphone. Bought on 21-03-21. So far its performance is good. Before buying this  All i worried about was battery. But man, this is an average usage iphone mainly for non gamers. I just play chess online through app. So when i charge it for full, i am getting a decent usage for 15hrs. (Youtube, chess app, Flipkart , camera, whatsapp, phone calls, and some more normal usage apps) Surely you can go with this. Having a power bank can save you while journeys. Overall rating is 4/5.READ MORE"
647,Phone is excellent in every aspect. You will get used to with battery after a week. So don't think and doubt about small battery.READ MORE
648,Handy sizeStunning performance Outstanding camera qualityREAD MORE
649,There is no charging adapter provided. Very cheap experience with Apple brand for the first time.READ MORE
650,Every thing is Nice except batteryREAD MORE
651,"Bought it for my Dad, he really liked it after switching from iPhone 6READ MORE"
652,On call phone sensor is not working... Now I have noticed that not sure how to get it fixed...READ MORE
653,"Powerful, value for money...READ MORE"
654,No wordsLiterally no word about what i get at 28k it was just an awesome productREAD MORE
655,I ordered it for my wife.Dude its a iphone its too good. I was only worried about battery but it lasted more than 24 hrs. Without any games But....Buy a wall adapter PD right away with this phone... Bcz its a slim package. Only typ c to lightning cable comes in th box....READ MORE
656,"Perfect gift for my mom as she was an iPhone user before. Flipkart's crazy offer convinced me to buy this iPhone otherwise you know how expensive iPhone really is.For the product, I can say flawless.READ MORE"
657,Great productREAD MORE
658,Buy this... you?ôll feel the true value of brand @ this budget ?§Ô∏è Trust me?•∞READ MORE
659,It?ôs too good!READ MORE
660,Awesome performance ?òçREAD MORE
661,SuperbREAD MORE
662,Just amazing!!!READ MORE
663,"Awesome camera quality but bit disappointed with its design, upper & lower space covered area without any reason and battery is very poor.READ MORE"
664,Good performance but battery is the issueREAD MORE
665,"In Simple word, Can say WOW!!!What a Camera, In-build Quality & Performance.Every once says battery is a hitch, Obviously if any one perform well then their energy level drains.Iphone SE 2020 is a super performer, So definitely energy (battery) drains. You have to charge.Go for itREAD MORE"
666,After long time i changing my iPhone 5s to SE. worth for money. I don?ôt see any battery problem as well.READ MORE
667,Product is good.. but pay on delivery option does not accept card/paytm/googlePay payment.!! This is not very much convinience for customer. Flipkart should also implement Paytm/GooglePay option in case of  pay on delivery situation.READ MORE
668,"Looks outdated on the outside indeed but it?ôs a beast inside. Nevertheless feels premium ,Snappy processor with no lags at all.READ MORE"
669,Battery work like 4500 mah and camera is awesomeREAD MORE
670,"Received iphone se 2020 after 10 long days.Initially battery was being discharged very fast but after a day or two with some settings done everything seems ok as of now.No comparison of other phones with iphone. Worth a buy. Got at Rs. 38,800 after HDFC credit card instant discount.I will purchase one more for myself and one again for my daughterREAD MORE"
671,"Its awesome phone and except battery , even battery also fine only , 1 day we can manage no issue at allREAD MORE"
672,"Shifted from Android to iOS. Do not think twice before buying it. I was very skeptical initially, was confused between Oneplus and SE 2020, but i haven't regretted for a single moment. Size is very comfortable to hold and unlike the general perception, battery does last long. Especially for an average user( 5-6 hours of screen time) battery will never be an issue. Also, camera quality is very good.READ MORE"
673,Best phoneiPhone is iPhoneAwesome performanceREAD MORE
674,Premium design excellent performanceREAD MORE
675,good phone loved itREAD MORE
676,This is my first I-phone and I am really happy for switching android to iPhone.value for money..display is  awesome..specially u will love this product if u r used to with small display phones.READ MORE
677,Incredible......!!!!The best phone to go for at an affordable price and far more interesting featired.READ MORE
678,"Received in 2 days! Excellent delivery by Flipkart! About the phone, needless to say it is an Apple. I rest my case there.READ MORE"
679,Worth. Take it.READ MORE
680,"It?ôs look like iPhone 6  and when you touch the home button it?ôs feel hard and when you turn on speaker during call it will vibrate and even playing the candy crash, Not for worth for money, camera was good but battery was worst if you are using continuesly it will try with in 6 hours.READ MORE"
681,"I trusted and brought this product. But this phone battery is draining very fast,even not withstanding 2 hour back up. No solution from apple product support team. This phone is waste of money.READ MORE"
682,Wonderful performance with disgusting battery health! After 7 days use it?ôs showing 92% battery health. The battery lasts maximum 3 hours screen on time. Don?ôt buy it!READ MORE
683,It?ôs completely perfect phone for me thank you Flipkart and apple.READ MORE
684,"Amazing phone if you want to get into the ""Apple Ecosystem"".If you need a secondary phone then it is definitely a no brainer! Just Buy! Great IOS experience! And yes....You have to buy a charger separately?ôÇREAD MORE"
685,NiceREAD MORE
686,goodREAD MORE
687,Awesome..more than wat i expected..m loving itREAD MORE
688,Value for moneyREAD MORE
689,As usual apart from the battery the phone is worth it.READ MORE
690,Very Bad battery backup. Sucks to the core. Waste of money.READ MORE
691,"Really I'm surprise with battery life and performance are great, easy to hold, battery holds for whole day and stand by time is great, weekly average time 4:50 mins screen time and daily once I will charge from 15 to 100 over night charge with traditional charger with take more than 150 minsREAD MORE"
692,"My first ever iPhone.I was planning to buy an iPhone since iPhone 3G?òÇ?òÇ.Other phone may have 108mp quad cam,12gb ram,600ppi,1200nits, 6.7inch display and bla bla ....Its not even having half of it..It?ôs not just a phone it?ôs an iphone and love it...Performance wise it?ôs a beast. Check antutu.READ MORE"
693,Great phone worth for moneyREAD MORE
694,GudREAD MORE
695,Adopter and earphone are missingREAD MORE
696,Awesome beauty.READ MORE
697,"Before buy this phone... Just read the following drawback...1.Display is the worst part of this phone, so much tiny, and not good display as Amoled. It's just an bad LCD display.2.Battery Life too much worst. If you play pubg for 1hour It's drop 75%?ò≠. For daily normal use, It's last only for 3.5 hour... Don't expect much from 1800Mah approx battery.3.RAM  managements is not good at all. It kill the heavy graphics application. Its not avoidable in the price range 40K.4.I feel processor is...READ MORE"
698,Ultimate camera I click front and back camera photos and performance is also supper I compared with iPhone 8 which I used perversely ?î•?î•?î•?òçREAD MORE
699,Good prouduct and battery is very poorREAD MORE
700,"I purchased this phone in Oct 2020, battery is draining quickly and Battery health suddenly comes to 90% still one year is also not completed.READ MORE"
701,I bought 10 days before.. battery life is just 2 hours..Worst experience buying this phoneREAD MORE
702,The buyer is not genuine and harassed the customer till the end without any solutionREAD MORE
703,"Don?ôt ever switch to iPhone from Android... I hate it already.... This low cost phone is the trap into iPhone ecosystem, and never make any justification.... so much of limitations, trying to replace for Android againREAD MORE"
704,The battery drains faster than u can imagine Rest all features are goodREAD MORE
705,Battery is very poor . It coudnt stay for full day even without using net also..If you need primary phone don't buy it.Second sim is digital sim.READ MORE
706,Sexy!! handyREAD MORE
707,Camera quality is awesome worth for money and performance with latest A13 bionic chipset is mind blowingREAD MORE
708,Lovely phone ?§Ô∏è?ì±READ MORE
709,"Awesome, I was using  iPhone XR which is large and bulky this one is compact and really fits into the hand,  with all the functions of XR iphone. Battery  life is the only problem. if you're heavy user watching lots of videos and playing games better don't go for it.READ MORE"
710,"What I liked :Fast charging capability, charges superfast with Fast charger bought separately Wireless charging is convenientOne hand operationE-sim functionAlways connected with MacbookBluetooth for speaker connectivity is long rangePhone learns user behavior quickly and adaptsSiri is very responsive and helpful at timesOS is intuitiveIP67 ,  not afraid of monsoon Or washroom spillsWhat I didnt :Battery drains in 4-5 hours of screen useREAD MORE"
711,What a phone. It's not a just phone. It's an ArtREAD MORE
712,Good oneREAD MORE
713,I bought the phone on 6th of june.. and today is 13th june.. i am used my phone less than 1 hr on daily basis..but still its battery getting discharge fast.. nd mobile bettery health directly came to 98% jst in only 7 days... otherwise mobile is good...! Totally dispointed with an apple kindly suggest what can i do..?READ MORE
714,"My first Iphone purchase..and what u get is a small screen phone and a small battery back up..Is it worth?I think..as of now yes...Camera is great,Phone works smooth,superb display. Still working out lot of things,let?ôs see ....some photos I clicked..it?ôs not all camera..the weather was stunningREAD MORE"
715,"The phone definitely is goood. Camera is excellent, the look is amazing. But it has got heating issues also the battery doesn't last long. Still, after using it for 10 good days, must say in this range, this iPhone is definitely the best!!READ MORE"
716,It's my first iphone and fallen in love with it. Now I got to know why people go crazy for iphone. If you are a normal phone user it's for you.READ MORE
717,ExcellentREAD MORE
718,"Screen is very delicate, My mobile screen was broken as it?ôs just fell down from my pant pocketREAD MORE"
719,Perfect phone in terms of size and performance. Only drawback I can tell is it?ôs battery. Battery drains too fast if your internet is ON even if you are not using your phone otherwise a perfect buy for handy mobile users.READ MORE
720,Everything is top notch as per the price Except battery It has been 6 months since I bought it Battery health is going down tremendously fastNow it is 90 percentREAD MORE
721,"Its just been 2 days and phone has started to heat up after turning on WIFI ,without installing any applications. Facing fingerprint touch issue .Facing overall touch issue .READ MORE"
722,For the price it is coming for it offers an excellent performance cannot complain a complete package if can ignore the ips lcd screen?? Don?ôt know why all the guys are giving negative ratings for battery it is good enough for an avg user like me whose screen on time on an avg is 4:30 hrs everyday it easily lasts 1 complete day for meREAD MORE
723,Perfect phone I love itREAD MORE
724,"Every phone should include charger , how someone charge without a charger? Headphones, it is fine but charger is integral part of the phone. Such a bad way to sell accessories.READ MORE"
725,8 months old. Heating issues and EarPods controls not working!!!!READ MORE
726,"The battery was dead when I received the product, which shouldn't have happened. Otherwise everything came sealed properly.READ MORE"
727,Awesome Mobile Want a iPhone u Can choose I Love Compact I had a little Confusion of pixel 4a Vs SE2020Already using a andoird so we can switch to IoSREAD MORE
728,"Amazing phone to enter Apple ecosystem Superb performanceBest for daily use Comfortable in handOnce you get into iOS, you?ôll never want to get outREAD MORE"
729,This is my first iPhoneAwesome performance Camera is so niceREAD MORE
730,Best smartphone everREAD MORE
731,Overall mobile is good but battery drains very fast as compared to android mobileREAD MORE
732,Good.READ MORE
733,GOOD for old IOS usersREAD MORE
734,Camera quality is really good.READ MORE
735,"There,s nothing to say about Apple.all of their product are awsome. bt it was my first experince to buy apple product from online.so i was bit nervous. but thanks to flipkart . for their delivery on time. nd also it was a genuine  product.READ MORE"
736,Need more powerful battery to carry A13 BionicREAD MORE
737,Price does not justify battery....rest all features are apple standard... Battery drains faster ...overshadowing all plus points .. cant help it giving 3 ?åü due to poor power part...READ MORE
738,The battery started to get recharging twice a day from the fourth month and by 7th month it is charged thrice a day. Very bad battery. Low performance camera compared to others.READ MORE
739,"Small phone , performance is very good. I phone is father of allREAD MORE"
740,The battery reduced to 95% performance within 5 months .It is totally worthless to buy it and my guess is that the battery will become redundant within 18 months. The price drop on Cashify is 50% just after 5 months.READ MORE
741,Good for moneyREAD MORE
742,"Somehow don't know the phones speaker and microphone perform very poor.I don't know if its with all iPhones , but these one from Flipkart really have that issue , 3 of my knows ordered and all are having this issue .READ MORE"
743,BATTERY IS VERY WEAKREAD MORE
744,I have been using the phone since a month or so. It?ôs working well since then. Battery lasts for 6-7 hours on stretch.READ MORE
745,Just awesome ....I hate bezel less phones ...for people like me it's a masterpiece....its been 3 months... but unlike android phones it's still smooth asfREAD MORE
746,"Its a steal for 20k! I got it for this price on BBD. While everything is top notch as expected of Apple with a lot of nifty features but the battery sucks bigtime. Considering I changed from a One Plus to iPhone, the battery is quite a concern.READ MORE"
747,Best for product for money Good performanceAwesome cameraBut for heavy users I will never prefer this mobile Due to batteryREAD MORE
748,"Even though it's small in hand the performance is sublime, battery management is good and am in love with this phone.READ MORE"
749,GreatREAD MORE
750,Battery could have been better and there's definitely heating issues.Other than that can't complain much.READ MORE
751,Amazing phone value for money ?ëç?ëç?ëçREAD MORE
752,Best one for me. I don't use my phone aggressively! I take care of my gadgets well and don't compare the Apple products with Android ones. The android users and apple users have a major  difference in what they want from their gadgets and I think it's really unfair to compare two different operating systems!READ MORE
753,"Switiching to iPhone from Android, you will never regret.Touch and ownership experience is excellent, no need to go more on this everyone knows this.Only thing is Battery DrainageEven if you moderately use, Like you are browsing through mails, social media scrolling sometime then you need to charge twice a day.IMPORTANT: Check carefully what you order includes charger adapter and earphones or not, the one i ordered did not include and i was disappointed, had to buy charger extra 2k INR.READ MORE"
754,Camera is amazingREAD MORE
755,"Inside box you could not get charger and head phone,Battery is below average quality, Other wise this phone is ok condition and good built qualityREAD MORE"
756,"I am writing this after 1 month of usage, battery backup is very bad and mobile has heating issues when you doesn?ôt charge with apple adapter.READ MORE"
757,Why always poor battery apple.... an apple can energize full body... but it don't have battery i think they have taken it seriously....?§îREAD MORE
758,Its smooth! And A13 is working absolutely awesome! Very comfortable in hand.. Not like other bulky phones in the market!READ MORE
759,Awesome cameraREAD MORE
760,nice product but not adaptorREAD MORE
761,Poor batteryBad mobile data receptionTakes long in switching from wifi to mobile dataREAD MORE
762,Terrific purchase got it for 25kREAD MORE
763,awesome phone.?òçREAD MORE
764,No wordsREAD MORE
765,Really good buy. Enjoyed the experience. 100% satisfiedREAD MORE
766,Phone is good at this price point. But battery can be improved.READ MORE
767,Not that great You can buy better phones in this price rangeREAD MORE
768,iPhone SE Camara Results is really awesome and Night Results is also very Good.... Nice look ?∫Ô∏è?òä?ëåREAD MORE
769,Flipkart was decreasing the value of iphoneREAD MORE
770,"battery backup is a concern here, hardly gives a day backup with average use.READ MORE"
771,"If you are not into playing games on mobile and want to enter into apple environment, this is the best phone. Great camera, battery lasting for a day, and of course feel of IOS.On time delivery from Flipkart.READ MORE"
772,"Wow! First time I felt that this is not a garbage bin but a phone. I had similar kind of experience while using windows but Android is like a lot of useless things packed. I have no issues with the phone. But there are 3 areas where it might disappoint you.1. Display: It's not a problem for me as I seriously prefer this dispaly of iPhone notches on high-level phones. I hope we will see punch hole soon.2. Battery: Drains a bit faster.3. Gestures: If you are using a phones with gestures, u a...READ MORE"
773,handyREAD MORE
774,no charger and head phones provided. battery drains fast in this mobileREAD MORE
775,Best affordable iphone ever. Must buy for small screen size with best performance avaliable in the market.READ MORE
776,My first iOS experience and truly great. Small in size but big on performanceREAD MORE
777,It's most budget oriented phone from apple.Camera is great.Battery power consumption very high.My battery drain 75% to 37% while call for 45 minutes only.And 10% drain in night without any activity.READ MORE
778,"After using realme phone. This was awesome, good for lite user if wanna go throughout the day else a small charge is needed. Battery is the only issue here. Also you must have a fast charger or else user will end up being near charging port for ever due to 5 watt charger in the boxREAD MORE"
779,The battery is really bad and the charger in the box make it worse in case of performance there are no complaints single camera does an excellent job but wish there was night mode.READ MORE
780,Superb mobile PhonREAD MORE
781,"Performance is blazing fast, but battery is kinda okay compared to iphone 11 but it does the job. And no power adapter and earphone and also the cable is Lighting to C where there will be no usb cable which is major concern but rest everything is perfectly fine. If you're an average user just go for it.READ MORE"
782,Phone is good. However this is entry level phone so it must provide EarPods and charging Power adapter.READ MORE
783,Awesome phone beautiful sound & picture quality battery backup is aslo good little bit hiting issue but no so much feltREAD MORE
784,Great phone but not for everybody. This is the best value for money device but battery life is way below average.READ MORE
785,substandard product from iphoneREAD MORE
786,Battery backup is a bit less as compared to earlier variants that I have used but still not a big problem. Got the 128 GB phone around 28k and definitely is value for money.READ MORE
787,"Very powerful and handy device, value for money. Camera is great but Battery could have been better.READ MORE"
788,Image quality is very goodREAD MORE
789,Very Nice Product ?ëå But Flipkart delivery is too late .READ MORE
790,Best cameraBest perfomanceWorst batteryWorst displayREAD MORE
791,"The phone have best camera, best performance but its battery made me sad.READ MORE"
792,Just for the small size I considered this iphone but i found processor camera display speed everything impressive ?ëç?ëç?ëçREAD MORE
793,Superb product ?§Ô∏èREAD MORE
794,Absolutely fine performance.READ MORE
795,My First love iPhone and My First iPhone SE 2020 ....No words to explain about this product ... I love it!!!!READ MORE
796,Camera more than my expectations and the phone is best value for moneyREAD MORE
797,Very very good performance and camera is awsm . Best product . One handed size . thankyou flipkart gives at 26k onlyREAD MORE
798,"First of all d country of origin was China, 2nd d battery life is extremely low!!READ MORE"
799,Everything is fine..intitiallly I thought there will be battery issue those who have put regarding battery issues they might got defective product...it's an amazing mobile...READ MORE
800,Ph is excellent ?ëåREAD MORE
801,Nice camera and performance .READ MORE
802,Fantastic product. Long lasting. Longer updates you will get.  Get it now.READ MORE
803,I'm very happy with this iPhone...READ MORE
804,AwesomeREAD MORE
805,Apple at its best.. Strongly recommended....READ MORE
806,Nice mobileREAD MORE
807,"Battery backup isn?ôt as bad as many are reporting. If you are not a gamer, this phone should pretty much last a day on a normal usage. WhatsApp video call drains battery a lot. But i have seen that happening on Oneplus as well. So should be a general issue. Overall a nice handy phone. Must buy for people looking for a phone to use single hand.READ MORE"
808,"Good phone for basic use(chatting, calling, clicking few photos)Battery drains quickly on heavy use(watching videos or gaming)Got the 128gb version for 40k after applying offers so I felt it was worth it.Why to spend 30k on oppo,vivo etcREAD MORE"
809,"Coming from an iPhone 6, this one feels like heaven regarding performance. Red should?ôve been more vibrant. Not for night photography. And also the image stabilisation is not good. Valuable for money though ?ëç?èΩREAD MORE"
810,Best mobile in the market and camera is mind blowing.READ MORE
811,It is a very good phone at a very low price.Flagship processorBest cameraBest for those who want small phoneREAD MORE
812,Awesome product...READ MORE
813,Poor battery management is surely a major put off - 1800 mAh is darn small in today's time when people are moving towards 6000mAh - rest of the phone is ok and does carry the apple flag but battery surely spoiled the otherwise a decent productREAD MORE
814,Just awesome experience Small but sweet ?•∞Must go for it.Android users can?ôt understand the enjoyment of The Apple.READ MORE
815,Smooth performance and great camera quality.Dual speaker sound top notch. Okayish battey.READ MORE
816,Need improvement in Battery?îãREAD MORE
817,"Very nice build quality, nice camera, exceptional performance but the only down side is the battery which is a meager 1850 mAh and doesn't last even for a day. But for the price, you are getting a premium phone none the lessREAD MORE"
818,Screen vibrate while play songs but overall best one phone.READ MORE
819,"Phone is good. But exchange program is not good they rejected my iPhone 6 with not even a single scratch almost new condition, for reason I couldn't understand, it's like fooling customers with exchange offers. I had to make cash balance payment to get the phone.READ MORE"
820,"It has always been a good looking phone in hand, has been a part of one's personality, this phone has a good performance but when you talk about the features and customization it equals to a worthless metal piece.. It is good to be presented that's it.READ MORE"
821,Within one week of purchase WiFi Bluetooth and screenshot not workingREAD MORE
822,Camera quality is amazing and full satisfaction that you need for pictures and also works very smooth.READ MORE
823,"Once you purchased iPhone se2020,You will never go back for Android phones.Excellent performance with decent camera.READ MORE"
824,"No comments on apple products, it?ôs simply handy and awesome, as it?ôs my first apple mobile and I loved itREAD MORE"
825,"Absolutely amazing in all aspects,battery will be the only thing u should think.flipkard service always goodREAD MORE"
826,GudREAD MORE
827,"After so much of research and reading reviews finally took a decision of buying SE. Absolutely in love with the camera quality. If you?ôre on budget and want to buy IOS please go for SE. So far i haven?ôt faced any issue for Battery, if your useage is normal i dont think you will have a battery complain. Overall its good. Attaching a picture for reference.READ MORE"
828,"good product , baterry low , charge 2 times in a day , camera gd, speed also wellREAD MORE"
829,I am fully satisfied after getting the iphone se 2020in my Hand what I was expecting....Ultimate cell phone.?ëç?ëå?òç?òäREAD MORE
830,Mic is not workingREAD MORE
831,Awesome Product Not BadREAD MORE
832,Only 1 word : AwesomeREAD MORE
833,really best single hand use best every thing but battery back up not good awsome productREAD MORE
834,"Well basically I bought it because of the small size and the processor, so there's not any kind of problem. But battery could have been better, I know it's a small handset so battery will be small, but the rate at which battery drains is really bad.READ MORE"
835,Just love the IPhone  ...SE2020READ MORE
836,Not at value for money .battery life is disasterREAD MORE
837,Compactness and packaging! Beat that. And about the experience of opening and using one... You got to buy one to say about the one.READ MORE
838,Okk okREAD MORE
839,"Not worth the price. Have same old network antenna , network issues, call drops and many more.READ MORE"
840,The best in classREAD MORE
841,So... a lot of hype was there in Indian market regarding this model. Overall a decent phone. Maybe A12 could have been used and price kept a tad lower. A13 is not really required I think. Battery is just average. Should definitely have been better. One real problem I am noticing in three days of use is heating and simultaneous battery draining while using hotspot. 15 minutes of hotspot has drained the battery from 43% to 29% !! Along with heating. Didn?ôt expect this. FaceTime is heating up to...READ MORE
842,"This is a mini beast, It can run PUBG with HDR graphic and extreme framerate without any lag. Battery is good compared to iphone 8. This is my first brand new apple device. It's the best deal from apple ever.READ MORE"
843,Worst performanceREAD MORE
844,Heating problem and battery problemREAD MORE
845,Phone is ok but the delivery service is bad . Packing was badREAD MORE
846,Nice colour.(Red). Display size should be increasedREAD MORE
847,battery is not get fully charged & cell getting  too hitting too much as per value its not worth to have I phone SE 202OREAD MORE
848,"Excellent Phone but battery life is extremely poor. If you use whatsappAttending calls average of 30 minutes in a day, Taking picturesCompletely on wifiUse apps like flipkart etcYou get 12 hours of charging.Apart from Charging. Camera and performance is very good.READ MORE"
849,Best in segment...?åÔ∏èREAD MORE
850,Excellent phone. Good battery back up and display too.READ MORE
851,Awesome ?òä?§READ MORE
852,Nice phone...READ MORE
853,Battery backup is very poorREAD MORE
854,Amazing phone.Highly recommended!READ MORE
855,Finally a budget beast from Apple.... although battery capacity is bit low bit Apple has done wonderful optimisation.... Always a Fan of SE versions of iPhones 3 Years back purchased iPhone SE 1st Generation and on the very first day of Sale booked SE 2nd GenerationREAD MORE
856,Switching from Android and i am so delighted. Just love this small device which is just perfect for me.READ MORE
857,My first chhotu iphoneREAD MORE
858,"This is my first iPhone, it?ôs been a week of usage and so far everything is good except heating issuesREAD MORE"
859,Best Medium Budget phone from Apple ...!!READ MORE
860,Everthing is top notch for this device the only con is the battery at 1800READ MORE
861,The phone is good and value for money (which is not easy in apple)READ MORE
862,Value for moneyREAD MORE
863,processor is fast and is budget mobile of appleREAD MORE
864,"Excellent phone, if you have used iPhone 6 kinda models, it feels same.READ MORE"
865,Thanku aaple & Flipkart ...excellent phoneREAD MORE
866,Just best and amazing phoneMy first apple product. Loved it. Value for money.READ MORE
867,Good thing liked was handy and performance u can't deny apple will update full review soonREAD MORE
868,Best one still dateREAD MORE
869,"I bought this phone for my mom. And with unavailability of Pixel and urgent need of a new device, we were forced to choose iphone, since it was better placed as MVP at the moment.Good Camera(not better than Pixel)Good Screen(not an led,but acceptable)Excellent Battery and Performance(without games)Only con is that it could not transport whatsapp data from Android to ios.This would certainly last 3-5 yrs from now.READ MORE"
870,Phone is perfect ?ëç no doubt by the main problem with this iphone is battery problem its takes about 2hrs 20 mins to fully charged from 0-100% and this Very big problem..apart from that phone is really good i just love it ..READ MORE
871,Only thing that matters now a days is a long lasting battery. In times of now when everything is working on 4g network this phone is not a worth. PLEASE DON'T SPEND YOUR MONEY ON THIS.READ MORE
872,"Beast processor, camera and overall performance. Got in 38,600. I was not sure about camera performance but I got to know that it's really nice. Good portrait mode, nice slow of 240 fps. Totally value for money.READ MORE"
873,home button is not working . it is staying with Siri. Please help.READ MORE
874,Great phone at this range (33k for 128gb). Phone is a powerhouse though it looks cute and small. Cons - can feel vibration on screen when u play high bass music. It seems that's applicable for all slim iphones without audio jack.READ MORE
875,Phone keeps turning off...it's only been a day since I bought my phoneREAD MORE
876,Ph is just amazing. It works so smooth Camera is just ?ëå it has only one camera but the quality is superb. Must buy this ph you will never regretREAD MORE
877,Battery backup is not so good for heavy user..If you play game like pubg then hardly this will give 1.30 hrs backupREAD MORE
878,"Don't buy any product from Flipkart, they are least supportive it you are in trouble with your purchase with Flipkart. Bad experience.READ MORE"
879,Writing this review after 9 months of usage. Product is working well. Only issue I felt is battery backup. It lasts only 3-4 hrs on full usage. On top of this time taken for recharge is around 5 hrs.READ MORE
880,"I have purchased around two months ago ,good experience and battery performance too goodREAD MORE"
881,Overall phone was brilliant but battery was so badREAD MORE
882,Bought a new iPhone SE 2 after six years of using iPhone 6. Nothing has changed except the box. Jobs will be very grateful to have a good team on board ;-)READ MORE
883,NiceREAD MORE
884,The camera quality is no doubt unbelievably awesome. Battery is decent you will get around 9-10 hours after a decent usage . Screen size is small but trust me it?ôs better than many android phones.READ MORE
885,My 1st iPhone?òçPerformance=beastCamera=good Value for money=worthBattery=average10/8.5READ MORE
886,Excellent device its very premium and main biggest thing is a13 bionic chip its used in 11 pro max flagship devices too so think about the performance u can edit video by connecting adaptor usb to monitor and edit they simply smooth i used lumafusion and rendered 4k its ultra smooth ! Only drawback is battery is average and charging time its taking is worst! If you consider this 2 dont buy try alternatives.. if you compromise this its beast!!!READ MORE
887,My first iPhone. Never used ios so preferred SE . Looks great till now. Handy phone does the job.READ MORE
888,Love my mobileREAD MORE
889,Value for moneyREAD MORE
890,It has weak cellular signals and hotspot is not strong even using multiple sims...READ MORE
891,I liked this phone mixture of all iphonesREAD MORE
892,Excellent sexy handy mobileREAD MORE
